Spectrum #,Spectrum ID,Neel,Sarayu,Reagen,Brenda,ra,dec,slit,i_mag,targetnum,name,side
201.0,slitB053_SDSSJ112630.52+423708.2t100993,?,,?,,171.627181,42.618961,949,21.79361915588379,15992,SDSSJ112630.52+423708.2,B
202.0,slitB054_SDSSJ112630.52+423708.2t100994,?,,?,,171.627181,42.618961,248,21.79361915588379,5810,SDSSJ112630.52+423708.2,B
202.0,slitB054_SDSSJ112630.52+423708.2t100994,?,,?,,171.627181,42.618961,949,21.79361915588379,15992,SDSSJ112630.52+423708.2,B
203.0,slitB055_SDSSJ112628.85+423717.6t100995,?,,?,,171.62024,42.621583,151,20.76972007751465,5557,SDSSJ112628.85+423717.6,B
203.0,slitB055_SDSSJ112628.85+423717.6t100995,?,,?,,171.62024,42.621583,851,20.76972007751465,15736,SDSSJ112628.85+423717.6,B
204.0,slitB056_SDSSJ112628.85+423717.6t100996,?,,?,,171.62024,42.621583,151,20.76972007751465,5557,SDSSJ112628.85+423717.6,B
204.0,slitB056_SDSSJ112628.85+423717.6t100996,?,,?,,171.62024,42.621583,851,20.76972007751465,15736,SDSSJ112628.85+423717.6,B
205.0,slitB057_SDSSJ112622.23+423828.3t100997,?,,?,,171.592629,42.6412,130,22.34370994567871,5522,SDSSJ112622.23+423828.3,B
205.0,slitB057_SDSSJ112622.23+423828.3t100997,?,,?,,171.592629,42.6412,830,22.34370994567871,15701,SDSSJ112622.23+423828.3,B
206.0,slitB058_SDSSJ112622.23+423828.3t100998,?,,?,,171.592629,42.6412,130,22.34370994567871,5522,SDSSJ112622.23+423828.3,B
206.0,slitB058_SDSSJ112622.23+423828.3t100998,?,,?,,171.592629,42.6412,830,22.34370994567871,15701,SDSSJ112622.23+423828.3,B
207.0,slitB059_SDSSJ112623.31+423802.8t100999,?,,?,,171.597134,42.634121,185,21.498010635375977,5656,SDSSJ112623.31+423802.8,B
207.0,slitB059_SDSSJ112623.31+423802.8t100999,?,,?,,171.597134,42.634121,885,21.498010635375977,15835,SDSSJ112623.31+423802.8,B
208.0,slitB060_SDSSJ112623.31+423802.8t101000,?,,?,,171.597134,42.634121,185,21.498010635375977,5656,SDSSJ112623.31+423802.8,B
208.0,slitB060_SDSSJ112623.31+423802.8t101000,?,,?,,171.597134,42.634121,885,21.498010635375977,15835,SDSSJ112623.31+423802.8,B
209.0,slitB061_SDSSJ112639.72+423429.2t101001,?,,?,,171.665532,42.57478,425,22.54871940612793,11414,SDSSJ112639.72+423429.2,B
210.0,slitB062_SDSSJ112636.69+423455.4t101002,?,,?,,171.652916,42.582059,6,21.968889236450195,1420,SDSSJ112636.69+423455.4,B
211.0,slitB063_SDSSJ112626.10+423653.2t101003,?,,?,,171.608765,42.614804,142,21.491939544677734,5541,SDSSJ112626.10+423653.2,B
211.0,slitB063_SDSSJ112626.10+423653.2t101003,?,,?,,171.608765,42.614804,842,21.491939544677734,15720,SDSSJ112626.10+423653.2,B
212.0,slitB064_SDSSJ112626.10+423653.2t101004,?,,?,,171.608765,42.614804,142,21.491939544677734,5541,SDSSJ112626.10+423653.2,B
212.0,slitB064_SDSSJ112626.10+423653.2t101004,?,,?,,171.608765,42.614804,842,21.491939544677734,15720,SDSSJ112626.10+423653.2,B
213.0,slitB065_SDSSJ112632.18+423525.9t101005,?,,?,,171.63409,42.590532,249,23.567079544067383,5811,SDSSJ112632.18+423525.9,B
213.0,slitB065_SDSSJ112632.18+423525.9t101005,?,,?,,171.63409,42.590532,950,23.567079544067383,15993,SDSSJ112632.18+423525.9,B
214.0,slitB066_SDSSJ112632.18+423525.9t101006,?,,?,,171.63409,42.590532,249,23.567079544067383,5811,SDSSJ112632.18+423525.9,B
214.0,slitB066_SDSSJ112632.18+423525.9t101006,?,,?,,171.63409,42.590532,950,23.567079544067383,15993,SDSSJ112632.18+423525.9,B
215.0,slitB067_SDSSJ112616.13+423828.4t101007,?,,?,,171.567246,42.641232,108,22.28045082092285,5486,SDSSJ112616.13+423828.4,B
215.0,slitB067_SDSSJ112616.13+423828.4t101007,?,,?,,171.567246,42.641232,808,22.28045082092285,15665,SDSSJ112616.13+423828.4,B
216.0,slitB068_SDSSJ112616.13+423828.4t101008,?,,?,,171.567246,42.641232,108,22.28045082092285,5486,SDSSJ112616.13+423828.4,B
216.0,slitB068_SDSSJ112616.13+423828.4t101008,?,,?,,171.567246,42.641232,808,22.28045082092285,15665,SDSSJ112616.13+423828.4,B
217.0,slitB069_SDSSJ112619.89+423731.1t101009,?,,?,,171.582905,42.625328,231,24.3533992767334,5772,SDSSJ112619.89+423731.1,B
217.0,slitB069_SDSSJ112619.89+423731.1t101009,?,,?,,171.582905,42.625328,931,24.3533992767334,15952,SDSSJ112619.89+423731.1,B
218.0,slitB070_SDSSJ112619.89+423731.1t101010,?,,?,,171.582905,42.625328,231,24.3533992767334,5772,SDSSJ112619.89+423731.1,B
218.0,slitB070_SDSSJ112619.89+423731.1t101010,?,,?,,171.582905,42.625328,931,24.3533992767334,15952,SDSSJ112619.89+423731.1,B
219.0,slitB071_SDSSJ112628.52+423535.1t101011,0.356,,0.356,,171.618873,42.59309,147,19.91526985168457,5551,SDSSJ112628.52+423535.1,B
219.0,slitB071_SDSSJ112628.52+423535.1t101011,0.356,,0.356,,171.618873,42.59309,847,19.91526985168457,15730,SDSSJ112628.52+423535.1,B
220.0,slitB072_SDSSJ112628.52+423535.1t101012,0.356,,0.356,,171.618873,42.59309,147,19.91526985168457,5551,SDSSJ112628.52+423535.1,B
220.0,slitB072_SDSSJ112628.52+423535.1t101012,0.356,,0.356,,171.618873,42.59309,847,19.91526985168457,15730,SDSSJ112628.52+423535.1,B
221.0,slitB073_SDSSJ112639.67+423304.7t101013,?,,?,,171.665317,42.551327,481,21.25217056274414,12042,SDSSJ112639.67+423304.7,B
222.0,slitB074_SDSSJ112635.76+423342.5t101014,?,,?,,171.649016,42.561814,27,21.380050659179688,1807,SDSSJ112635.76+423342.5,B
223.0,slitB075_SDSSJ112637.84+423305.8t101015,?,,?,,171.657688,42.551632,30,20.12727928161621,1810,SDSSJ112637.84+423305.8,B
224.0,slitB076_SDSSJ112631.64+423410.5t101016,?,,?,,171.631845,42.569597,1,24.075950622558594,1415,SDSSJ112631.64+423410.5,B
225.0,slitB077_SDSSJ112622.17+423552.7t101017,0,,0,,171.592375,42.597998,121,21.640840530395508,5510,SDSSJ112622.17+423552.7,B
225.0,slitB077_SDSSJ112622.17+423552.7t101017,0,,0,,171.592375,42.597998,821,21.640840530395508,15689,SDSSJ112622.17+423552.7,B
226.0,slitB078_SDSSJ112622.17+423552.7t101018,0,,0,,171.592375,42.597998,121,21.640840530395508,5510,SDSSJ112622.17+423552.7,B
226.0,slitB078_SDSSJ112622.17+423552.7t101018,0,,0,,171.592375,42.597998,821,21.640840530395508,15689,SDSSJ112622.17+423552.7,B
227.0,slitB079_SDSSJ112636.97+423238.9t101019,?,,?,,171.65408,42.544151,37,21.85707092285156,1818,SDSSJ112636.97+423238.9,B
228.0,slitB080_SDSSJ112630.62+423346.3t101020,?,,?,,171.627618,42.562865,35,22.271230697631836,1816,SDSSJ112630.62+423346.3,B
229.0,slitB081_SDSSJ112613.97+423659.6t101021,0.292,,0.358,,171.558223,42.616572,99,21.105180740356445,5464,SDSSJ112613.97+423659.6,B
229.0,slitB081_SDSSJ112613.97+423659.6t101021,0.292,,0.358,,171.558223,42.616572,799,21.105180740356445,15643,SDSSJ112613.97+423659.6,B
230.0,slitB082_SDSSJ112613.97+423659.6t101022,0.292,,0.3575,,171.558223,42.616572,99,21.105180740356445,5464,SDSSJ112613.97+423659.6,B
230.0,slitB082_SDSSJ112613.97+423659.6t101022,0.292,,0.3575,,171.558223,42.616572,799,21.105180740356445,15643,SDSSJ112613.97+423659.6,B
231.0,slitB083_SDSSJ112629.55+423335.5t101023,?,,?,,171.623166,42.559868,17,22.000160217285156,1797,SDSSJ112629.55+423335.5,B
232.0,slitB084_SDSSJ112625.76+423411.7t101024,?,,?,,171.607347,42.569944,128,22.149229049682617,5520,SDSSJ112625.76+423411.7,B
232.0,slitB084_SDSSJ112625.76+423411.7t101024,?,,?,,171.607347,42.569944,828,22.149229049682617,15699,SDSSJ112625.76+423411.7,B
233.0,slitB085_SDSSJ112625.76+423411.7t101025,?,,?,,171.607347,42.569944,128,22.149229049682617,5520,SDSSJ112625.76+423411.7,B
233.0,slitB085_SDSSJ112625.76+423411.7t101025,?,,?,,171.607347,42.569944,828,22.149229049682617,15699,SDSSJ112625.76+423411.7,B
234.0,slitB086_SDSSJ112610.75+423704.6t101026,?,,?,,171.544817,42.617948,91,21.442319869995117,5447,SDSSJ112610.75+423704.6,B
234.0,slitB086_SDSSJ112610.75+423704.6t101026,?,,?,,171.544817,42.617948,791,21.442319869995117,15626,SDSSJ112610.75+423704.6,B
235.0,slitB087_SDSSJ112610.75+423704.6t101027,?,,?,,171.544817,42.617948,91,21.442319869995117,5447,SDSSJ112610.75+423704.6,B
235.0,slitB087_SDSSJ112610.75+423704.6t101027,?,,?,,171.544817,42.617948,791,21.442319869995117,15626,SDSSJ112610.75+423704.6,B
236.0,slitB088_SDSSJ112609.26+423712.1t101028,?,,?,,171.53861,42.620037,228,24.225120544433594,5766,SDSSJ112609.26+423712.1,B
236.0,slitB088_SDSSJ112609.26+423712.1t101028,?,,?,,171.53861,42.620037,928,24.225120544433594,15946,SDSSJ112609.26+423712.1,B
237.0,slitB089_SDSSJ112609.26+423712.1t101029,?,,?,,171.53861,42.620037,228,24.225120544433594,5766,SDSSJ112609.26+423712.1,B
237.0,slitB089_SDSSJ112609.26+423712.1t101029,?,,?,,171.53861,42.620037,928,24.225120544433594,15946,SDSSJ112609.26+423712.1,B
238.0,slitB090_SDSSJ112624.57+423352.1t101030,?,,?,,171.602394,42.564482,180,23.36928939819336,5644,SDSSJ112624.57+423352.1,B
238.0,slitB090_SDSSJ112624.57+423352.1t101030,?,,?,,171.602394,42.564482,880,23.36928939819336,15823,SDSSJ112624.57+423352.1,B
239.0,slitB091_SDSSJ112624.57+423352.1t101031,?,,?,,171.602394,42.564482,180,23.36928939819336,5644,SDSSJ112624.57+423352.1,B
239.0,slitB091_SDSSJ112624.57+423352.1t101031,?,,?,,171.602394,42.564482,880,23.36928939819336,15823,SDSSJ112624.57+423352.1,B
240.0,slitB092_SDSSJ112619.44+423443.1t101032,?,,?,,171.581041,42.578649,107,19.748029708862305,5485,SDSSJ112619.44+423443.1,B
240.0,slitB092_SDSSJ112619.44+423443.1t101032,?,,?,,171.581041,42.578649,807,19.748029708862305,15664,SDSSJ112619.44+423443.1,B
241.0,slitB093_SDSSJ112619.44+423443.1t101033,?,,0.243,,171.581041,42.578649,107,19.748029708862305,5485,SDSSJ112619.44+423443.1,B
241.0,slitB093_SDSSJ112619.44+423443.1t101033,?,,0.243,,171.581041,42.578649,807,19.748029708862305,15664,SDSSJ112619.44+423443.1,B
242.0,slitB094_SDSSJ112614.97+423527.6t101034,?,,?,,171.56238,42.591001,97,22.96834945678711,5462,SDSSJ112614.97+423527.6,B
242.0,slitB094_SDSSJ112614.97+423527.6t101034,?,,?,,171.56238,42.591001,797,22.96834945678711,15641,SDSSJ112614.97+423527.6,B
243.0,slitB095_SDSSJ112614.97+423527.6t101035,?,,?,,171.56238,42.591001,97,22.96834945678711,5462,SDSSJ112614.97+423527.6,B
243.0,slitB095_SDSSJ112614.97+423527.6t101035,?,,?,,171.56238,42.591001,797,22.96834945678711,15641,SDSSJ112614.97+423527.6,B
244.0,slitB096_SDSSJ112617.19+423449.2t101036,?,,?,,171.571642,42.580352,215,22.22929000854492,5731,SDSSJ112617.19+423449.2,B
244.0,slitB096_SDSSJ112617.19+423449.2t101036,?,,?,,171.571642,42.580352,915,22.22929000854492,15911,SDSSJ112617.19+423449.2,B
245.0,slitB097_SDSSJ112617.19+423449.2t101037,?,,?,,171.571642,42.580352,215,22.22929000854492,5731,SDSSJ112617.19+423449.2,B
245.0,slitB097_SDSSJ112617.19+423449.2t101037,?,,?,,171.571642,42.580352,915,22.22929000854492,15911,SDSSJ112617.19+423449.2,B
246.0,slitB098_SDSSJ112613.64+423522.4t101038,?,,?,,171.556844,42.589569,93,22.835920333862305,5454,SDSSJ112613.64+423522.4,B
246.0,slitB098_SDSSJ112613.64+423522.4t101038,?,,?,,171.556844,42.589569,793,22.835920333862305,15633,SDSSJ112613.64+423522.4,B
247.0,slitB099_SDSSJ112613.64+423522.4t101039,?,,?,,171.556844,42.589569,93,22.835920333862305,5454,SDSSJ112613.64+423522.4,B
247.0,slitB099_SDSSJ112613.64+423522.4t101039,?,,?,,171.556844,42.589569,793,22.835920333862305,15633,SDSSJ112613.64+423522.4,B
248.0,slitB100_SDSSJ112616.59+423435.6t101040,?,,?,,171.569145,42.576565,212,22.37104034423828,5727,SDSSJ112616.59+423435.6,B
248.0,slitB100_SDSSJ112616.59+423435.6t101040,?,,?,,171.569145,42.576565,912,22.37104034423828,15907,SDSSJ112616.59+423435.6,B
249.0,slitB101_SDSSJ112616.59+423435.6t101041,?,,?,,171.569145,42.576565,212,22.37104034423828,5727,SDSSJ112616.59+423435.6,B
249.0,slitB101_SDSSJ112616.59+423435.6t101041,?,,?,,171.569145,42.576565,912,22.37104034423828,15907,SDSSJ112616.59+423435.6,B
250.0,slitB102_SDSSJ112618.08+423403.2t101042,?,,?,,171.575373,42.567573,47,23.666330337524418,5254,SDSSJ112618.08+423403.2,B
250.0,slitB102_SDSSJ112618.08+423403.2t101042,?,,?,,171.575373,42.567573,747,23.666330337524418,15433,SDSSJ112618.08+423403.2,B
251.0,slitB103_SDSSJ112618.08+423403.2t101043,?,,?,,171.575373,42.567573,47,23.666330337524418,5254,SDSSJ112618.08+423403.2,B
251.0,slitB103_SDSSJ112618.08+423403.2t101043,?,,?,,171.575373,42.567573,747,23.666330337524418,15433,SDSSJ112618.08+423403.2,B
252.0,slitB104_SDSSJ112619.52+423334.0t101044,0.275,,0.275,,171.581339,42.55946,331,20.78251075744629,6963,SDSSJ112619.52+423334.0,B
252.0,slitB104_SDSSJ112619.52+423334.0t101044,0.275,,0.275,,171.581339,42.55946,1032,20.78251075744629,17095,SDSSJ112619.52+423334.0,B
253.0,slitB105_SDSSJ112619.52+423334.0t101045,0.275,,0.275,,171.581339,42.55946,331,20.78251075744629,6963,SDSSJ112619.52+423334.0,B
253.0,slitB105_SDSSJ112619.52+423334.0t101045,0.275,,0.275,,171.581339,42.55946,1032,20.78251075744629,17095,SDSSJ112619.52+423334.0,B
254.0,slitB106_SDSSJ112615.35+423410.6t101046,?,,?,,171.563979,42.569612,210,22.81587028503418,5725,SDSSJ112615.35+423410.6,B
254.0,slitB106_SDSSJ112615.35+423410.6t101046,?,,?,,171.563979,42.569612,910,22.81587028503418,15905,SDSSJ112615.35+423410.6,B
255.0,slitB107_SDSSJ112615.35+423410.6t101047,?,,?,,171.563979,42.569612,210,22.81587028503418,5725,SDSSJ112615.35+423410.6,B
255.0,slitB107_SDSSJ112615.35+423410.6t101047,?,,?,,171.563979,42.569612,910,22.81587028503418,15905,SDSSJ112615.35+423410.6,B
256.0,slitB108_SDSSJ112610.70+423455.8t101048,?,,0.594,,171.54459,42.582182,81,22.47529983520508,5434,SDSSJ112610.70+423455.8,B
256.0,slitB108_SDSSJ112610.70+423455.8t101048,?,,0.594,,171.54459,42.582182,781,22.47529983520508,15613,SDSSJ112610.70+423455.8,B
257.0,slitB109_SDSSJ112610.70+423455.8t101049,?,,0.594,,171.54459,42.582182,81,22.47529983520508,5434,SDSSJ112610.70+423455.8,B
257.0,slitB109_SDSSJ112610.70+423455.8t101049,?,,0.594,,171.54459,42.582182,781,22.47529983520508,15613,SDSSJ112610.70+423455.8,B
258.0,slitB110_SDSSJ112611.42+423432.2t101050,?,,?,,171.547594,42.575618,207,22.729990005493164,5721,SDSSJ112611.42+423432.2,B
258.0,slitB110_SDSSJ112611.42+423432.2t101050,?,,?,,171.547594,42.575618,907,22.729990005493164,15901,SDSSJ112611.42+423432.2,B
259.0,slitB111_SDSSJ112611.42+423432.2t101051,0.465,,?,,171.547594,42.575618,207,22.729990005493164,5721,SDSSJ112611.42+423432.2,B
259.0,slitB111_SDSSJ112611.42+423432.2t101051,0.465,,?,,171.547594,42.575618,907,22.729990005493164,15901,SDSSJ112611.42+423432.2,B
260.0,slitB112_SDSSJ112606.74+423518.8t101052,?,,?,,171.528109,42.588571,203,22.779260635375977,5712,SDSSJ112606.74+423518.8,B
260.0,slitB112_SDSSJ112606.74+423518.8t101052,?,,?,,171.528109,42.588571,903,22.779260635375977,15891,SDSSJ112606.74+423518.8,B
261.0,slitB113_SDSSJ112606.74+423518.8t101053,?,,?,,171.528109,42.588571,203,22.779260635375977,5712,SDSSJ112606.74+423518.8,B
261.0,slitB113_SDSSJ112606.74+423518.8t101053,?,,?,,171.528109,42.588571,903,22.779260635375977,15891,SDSSJ112606.74+423518.8,B
262.0,slitB114_SDSSJ112604.71+423528.0t101054,?,,?,,171.51965,42.591128,159,21.817380905151367,5596,SDSSJ112604.71+423528.0,B
262.0,slitB114_SDSSJ112604.71+423528.0t101054,?,,?,,171.51965,42.591128,859,21.817380905151367,15775,SDSSJ112604.71+423528.0,B
263.0,slitB115_SDSSJ112604.71+423528.0t101055,?,,?,,171.51965,42.591128,159,21.817380905151367,5596,SDSSJ112604.71+423528.0,B
263.0,slitB115_SDSSJ112604.71+423528.0t101055,?,,?,,171.51965,42.591128,859,21.817380905151367,15775,SDSSJ112604.71+423528.0,B
264.0,slitB116_SDSSJ112605.69+423502.4t101056,0.3475,,0.3475,,171.523715,42.584007,75,19.77070999145508,5414,SDSSJ112605.69+423502.4,B
264.0,slitB116_SDSSJ112605.69+423502.4t101056,0.3475,,0.3475,,171.523715,42.584007,775,19.77070999145508,15593,SDSSJ112605.69+423502.4,B
265.0,slitB117_SDSSJ112605.69+423502.4t101057,0.3475,,0.3475,,171.523715,42.584007,75,19.77070999145508,5414,SDSSJ112605.69+423502.4,B
265.0,slitB117_SDSSJ112605.69+423502.4t101057,0.3475,,0.3475,,171.523715,42.584007,775,19.77070999145508,15593,SDSSJ112605.69+423502.4,B
266.0,slitB118_SDSSJ112603.29+423516.3t101058,?,,?,,171.513713,42.587867,41,22.87416076660156,5247,SDSSJ112603.29+423516.3,B
266.0,slitB118_SDSSJ112603.29+423516.3t101058,?,,?,,171.513713,42.587867,739,22.87416076660156,15424,SDSSJ112603.29+423516.3,B
267.0,slitB119_SDSSJ112603.29+423516.3t101059,?,,?,,171.513713,42.587867,41,22.87416076660156,5247,SDSSJ112603.29+423516.3,B
267.0,slitB119_SDSSJ112603.29+423516.3t101059,?,,?,,171.513713,42.587867,739,22.87416076660156,15424,SDSSJ112603.29+423516.3,B
268.0,slitB120_SDSSJ112558.97+423558.6t101060,0.6064,,0.6085,,171.495727,42.599631,201,22.264280319213867,5706,SDSSJ112558.97+423558.6,B
268.0,slitB120_SDSSJ112558.97+423558.6t101060,0.6064,,0.6085,,171.495727,42.599631,901,22.264280319213867,15885,SDSSJ112558.97+423558.6,B
269.0,slitB121_SDSSJ112558.97+423558.6t101061,maybe 0.6084,,0.6085,,171.495727,42.599631,201,22.264280319213867,5706,SDSSJ112558.97+423558.6,B
269.0,slitB121_SDSSJ112558.97+423558.6t101061,maybe 0.6084,,0.6085,,171.495727,42.599631,901,22.264280319213867,15885,SDSSJ112558.97+423558.6,B
270.0,slitB122_SDSSJ112558.13+423541.8t101062,0.358,,0.358,,171.492216,42.594959,69,19.72496032714844,5373,SDSSJ112558.13+423541.8,B
270.0,slitB122_SDSSJ112558.13+423541.8t101062,0.358,,0.358,,171.492216,42.594959,769,19.72496032714844,15552,SDSSJ112558.13+423541.8,B
271.0,slitB123_SDSSJ112558.13+423541.8t101063,0.358,,0.358,,171.492216,42.594959,69,19.72496032714844,5373,SDSSJ112558.13+423541.8,B
271.0,slitB123_SDSSJ112558.13+423541.8t101063,0.358,,0.358,,171.492216,42.594959,769,19.72496032714844,15552,SDSSJ112558.13+423541.8,B
272.0,slitB124_SDSSJ112605.78+423335.5t101064,?,,?,,171.524104,42.559889,517,23.502819061279297,12624,SDSSJ112605.78+423335.5,B
273.0,slitB125_SDSSJ112604.30+423342.8t101065,?,,?,,171.517941,42.561915,513,22.306720733642575,12620,SDSSJ112604.30+423342.8,B
274.0,slitB126_SDSSJ112607.10+423253.5t101066,0.341,,0.341,,171.529623,42.548195,663,20.314760208129883,13222,SDSSJ112607.10+423253.5,B
275.0,slitB127_SDSSJ112602.01+423341.4t101067,?,,?,,171.508393,42.561515,508,21.610889434814453,12615,SDSSJ112602.01+423341.4,B
276.0,slitB128_SDSSJ112600.47+423340.5t101068,0.3408,,0.274,,171.501969,42.561277,506,22.503820419311523,12613,SDSSJ112600.47+423340.5,B
277.0,slitB129_SDSSJ112602.18+423306.5t101069,?,,?,,171.50911,42.551825,723,22.176870346069336,13408,SDSSJ112602.18+423306.5,B
278.0,slitB130_SDSSJ112605.62+423214.3t101070,?,,?,,171.523436,42.537328,702,19.81114959716797,13344,SDSSJ112605.62+423214.3,B
279.0,slitB131_SDSSJ112600.08+423311.7t101071,0.1083,,?,,171.500372,42.553262,505,20.317760467529297,12612,SDSSJ112600.08+423311.7,B
280.0,slitB132_SDSSJ112605.06+423159.8t101072,0.138,,0.179,,171.521092,42.533305,724,22.240299224853516,13409,SDSSJ112605.06+423159.8,B
281.0,slitB133_SDSSJ112600.05+423247.4t101073,?,,?,,171.500245,42.54651,721,22.041419982910156,13406,SDSSJ112600.05+423247.4,B
282.0,slitB134_SDSSJ112557.32+423307.6t101074,?,,0.448,,171.488845,42.552117,511,22.207660675048828,12618,SDSSJ112557.32+423307.6,B
283.0,slitB135_SDSSJ112607.93+423041.3t101075,?,,?,,171.533047,42.511476,704,21.81464958190918,13346,SDSSJ112607.93+423041.3,B
284.0,slitB136_SDSSJ112602.70+423134.4t101076,?,,?,,171.51129,42.526237,722,22.13884925842285,13407,SDSSJ112602.70+423134.4,B
285.0,slitB137_SDSSJ112601.85+423130.6t101077,?,,?,,171.507713,42.525167,685,20.19116973876953,13326,SDSSJ112601.85+423130.6,B
286.0,slitB138_SDSSJ112603.13+423103.3t101078,0.38517,,0.385,,171.513065,42.517597,688,21.309289932250977,13329,SDSSJ112603.13+423103.3,B
287.0,slitB139_SDSSJ112556.29+423212.8t101079,?,,?,,171.484573,42.536895,676,22.498510360717773,13304,SDSSJ112556.29+423212.8,B
288.0,slitB140_SDSSJ112554.09+423228.5t101080,0.3376,,0.338,,171.475406,42.541278,672,21.461889266967773,13294,SDSSJ112554.09+423228.5,B
289.0,slitB141_SDSSJ112607.58+422926.1t101081,?,,0.114,,171.531622,42.490586,700,21.569639205932617,13342,SDSSJ112607.58+422926.1,B
290.0,slitB142_SDSSJ112608.53+422858.4t101082,?,,?,,171.535559,42.482892,703,21.377140045166016,13345,SDSSJ112608.53+422858.4,B
291.0,slitB143_SDSSJ112603.65+422947.1t101083,?,,?,,171.515224,42.496425,686,21.964820861816406,13327,SDSSJ112603.65+422947.1,B
292.0,slitB144_SDSSJ112601.02+423007.2t101084,?,,?,,171.504262,42.502027,735,24.614669799804688,13442,SDSSJ112601.02+423007.2,B
293.0,slitB145_SDSSJ112557.05+423044.5t101085,?,,?,,171.487745,42.512378,658,21.184629440307617,13217,SDSSJ112557.05+423044.5,B
294.0,slitB146_SDSSJ112558.20+423018.7t101086,?,,?,,171.4925,42.505218,715,22.83987045288086,13398,SDSSJ112558.20+423018.7,B
295.0,slitB147_SDSSJ112601.02+422933.5t101087,?,,?,,171.50429,42.49266,681,23.412410736083984,13318,SDSSJ112601.02+422933.5,B
296.0,slitB148_SDSSJ112550.58+423128.6t101088.fits,?,,0.3655,,171.460786,42.524618,665,21.28326988220215,13264,SDSSJ112550.58+423128.6,B
297.0,slitB149_SDSSJ112556.54+423003.4t101089.fits,0.175,,0.175,,171.485584,42.500958,654,22.45380973815918,13206,SDSSJ112556.54+423003.4,B
